Gene.symbol	logFC	adj.P.Val
Gzmg	-9.00e-02	0.418703
Tcp1	-9.67e-02	0.418805
	-1.10e-01	0.418806
Trio	-1.20e-01	0.418949
Klhl24	-1.67e-01	0.418952
	-1.30e-01	0.419052
Calb1	-1.13e-01	0.419164
Akap13	1.00e-01	0.419187
Ubc	-1.33e-01	0.41935
Copb2	-1.10e-01	0.41935
C130045F17Rik	1.30e-01	0.419368
Dock9	2.37e-01	0.419452
Klrb1f	-1.00e-01	0.419507
4930521O11Rik	1.10e-01	0.419617
Suv420h1	-1.13e-01	0.41966
Rbm39	-9.67e-02	0.419723
Dusp9	-9.33e-02	0.419871
Tlk1	1.40e-01	0.419983
Prdm6	-1.20e-01	0.42
Arpc1a	-1.20e-01	0.420076
Chmp7	-1.47e-01	0.420112
4930597L12Rik	-1.00e-01	0.420158
Tapbp	2.20e-01	0.420256
Celf2	-2.10e-01	0.420318
Fam89a	9.00e-02	0.420446
Homer1	-1.67e-01	0.420476
D3Bwg0562e	-1.47e-01	0.420568
Otud7a	-1.33e-01	0.420619
Kcnt1	-9.33e-02	0.42074
1700066B19Rik	1.23e-01	0.42075
BC018507	-1.03e-01	0.420858
Aimp2	-1.37e-01	0.42088
Cep192	-1.00e-01	0.420908
	-1.03e-01	0.421056
Scaf11	-1.17e-01	0.421056
Slc12a5	9.67e-02	0.421102
Arnt	-1.83e-01	0.42112
AU015836	-1.07e-01	0.421165
Rab21	1.43e-01	0.421165
Ccdc77	1.33e-01	0.421249
Acsm2	-1.30e-01	0.421249
Wdr33	1.43e-01	0.421253
Apaf1	-1.40e-01	0.42142
Dll4	-1.07e-01	0.421425
Ddx58	3.60e-01	0.421501
Vps29	-1.27e-01	0.42167
Chchd7	-2.30e-01	0.421686
Scn1a	-1.07e-01	0.421686
2310040G07Rik	-1.07e-01	0.421686
Fam72a	-1.10e-01	0.421686
Zfp68	9.67e-02	0.421864
Ficd	-1.03e-01	0.421903
	-2.10e-01	0.422079
Abcg4	1.23e-01	0.422115
Syt3	-1.07e-01	0.422387
Kif17	1.00e-01	0.422387
Ophn1	-1.13e-01	0.422387
4930435F05Rik	-9.33e-02	0.422399
Ctsll3	9.33e-02	0.422399
Spag9	-9.67e-02	0.422425
BC030870	-1.27e-01	0.422582
Slc39a9	-1.77e-01	0.422597
Treml2	1.13e-01	0.422597
Cmpk1	-1.13e-01	0.422597
Lin54	-1.23e-01	0.422723
Kcns1	1.50e-01	0.422724
D530014G21Rik	9.33e-02	0.422735
Slc35c2	-1.50e-01	0.422802
Supt20	-1.10e-01	0.422802
Ralgapa1	1.40e-01	0.422885
Snhg3	-1.30e-01	0.422963
D19Ertd200e	-1.10e-01	0.422972
Atp6v1f	-1.27e-01	0.423139
LOC552912	-1.13e-01	0.423349
Ces1h	9.67e-02	0.423444
Exoc5	-1.83e-01	0.423516
Il17ra	-1.10e-01	0.423526
C230076A16Rik	1.17e-01	0.423572
Tbrg1	-1.17e-01	0.423651
Myocd	-1.00e-01	0.42372
AU015148	-1.07e-01	0.423724
Tbxa2r	-1.10e-01	0.423775
Wdr35	1.17e-01	0.423786
Sall4	-1.13e-01	0.42381
1110008P14Rik	-1.07e-01	0.423894
Fhl2	-1.00e-01	0.423898
Hsd17b10	-1.20e-01	0.423967
Ncbp2	1.07e-01	0.423967
Kpna1	8.67e-02	0.423967
Bglap2///Bglap///Bglap3	1.03e-01	0.424016
E2f1	-1.27e-01	0.424085
Grin3a	-9.00e-02	0.424122
Acvr1c	-1.60e-01	0.424152
Ccdc51	-1.37e-01	0.424152
Tma16	-1.57e-01	0.424156
Tbc1d19	-1.17e-01	0.424181
Uhrf1bp1l	-1.10e-01	0.424214
Gas8	-1.27e-01	0.42423
Col18a1	-1.00e-01	0.42423
AI194348	-1.00e-01	0.42423
Taf4b	1.03e-01	0.424236
D8Ertd82e	1.83e-01	0.424318
	-1.03e-01	0.424433
Nt5c3	9.00e-02	0.424433
Wdr75	-1.13e-01	0.424433
5830411N06Rik	-1.20e-01	0.424435
Mrps25	-1.23e-01	0.424511
AU024581	-1.27e-01	0.42458
LOC100041885///C130026I21Rik	-1.37e-01	0.424639
Car9	2.27e-01	0.424867
Jmy	9.67e-02	0.424995
Chd2	1.73e-01	0.424995
Gm5785	1.33e-01	0.425212
Suz12	-1.40e-01	0.425329
Atp11c	-2.37e-01	0.425443
Wfdc12	-1.23e-01	0.425532
Calr3	-1.17e-01	0.425558
Rnf183	-1.47e-01	0.425559
	-1.60e-01	0.425584
	-1.37e-01	0.425624
2610007B07Rik	9.33e-02	0.425633
Slc12a6	1.50e-01	0.425633
Apba1	-1.30e-01	0.425638
Ecscr	-9.67e-02	0.425641
Josd1	1.00e-01	0.425657
C030034E14Rik	-1.33e-01	0.42568
4933417E11Rik	-9.00e-02	0.42568
Fam76b	-1.10e-01	0.42568
Rsad2	1.53e-01	0.425714
Fryl	-1.07e-01	0.425748
Twsg1	1.53e-01	0.425795
Ifi27l1	2.27e-01	0.425804
1500011B03Rik	1.03e-01	0.425817
Pitpnc1	1.00e-01	0.426041
Mark1	-1.30e-01	0.426077
Ipo5	-1.30e-01	0.426138
Ttc21b	-1.27e-01	0.426148
Gpc6	-1.80e-01	0.426148
Kif17	-1.50e-01	0.426411
Armc3	-1.10e-01	0.426446
Utf1	-1.23e-01	0.426447
Cadm2	-1.03e-01	0.42651
Fstl5	-1.23e-01	0.426662
Mycbp2	-1.70e-01	0.426662
Nufip1	-1.10e-01	0.42669
Col4a4	-1.03e-01	0.426804
Pop1	9.33e-02	0.426879
Naa15	-1.20e-01	0.426999
Als2cr11	-1.17e-01	0.427155
Tial1	-8.67e-02	0.427166
Tirap	-1.30e-01	0.427256
Vmn2r84	-1.00e-01	0.42753
Nkiras1	-1.37e-01	0.427584
	-1.33e-01	0.427611
Defb11	-9.33e-02	0.42762
Helb	-1.10e-01	0.427762
	-9.00e-02	0.427884
Pou2f2	-1.37e-01	0.427914
	-1.20e-01	0.427951
Tarbp2	-9.67e-02	0.427951
	-1.13e-01	0.428141
Gngt1	-1.03e-01	0.428203
Card11	-9.67e-02	0.428302
Mup5	1.23e-01	0.428326
Pip5kl1	-1.27e-01	0.428463
Gm10037	-1.60e-01	0.428543
Rabgap1l	2.87e-01	0.428878
Sin3b	-1.23e-01	0.428979
Fbxo42	-1.23e-01	0.428979
Hoxc9	-1.33e-01	0.429047
Edil3	-1.43e-01	0.429047
Abhd17b	-9.00e-02	0.429047
	-9.33e-02	0.429069
E230029C05Rik	2.23e-01	0.429156
Chd1	-1.33e-01	0.429195
Ntrk3	-1.50e-01	0.42936
Map3k10	1.20e-01	0.42941
6330405D24Rik	-1.20e-01	0.42941
Bcr	-1.67e-01	0.429472
Abca9	-1.93e-01	0.429507
Ifi44l	-1.23e-01	0.42955
Chrng	1.03e-01	0.429657
Irf4	1.13e-01	0.429754
Rpusd2	-1.33e-01	0.429764
Rpl18	-1.07e-01	0.429771
	1.47e-01	0.429771
Ebi3	-1.20e-01	0.429888
Crb1	-1.07e-01	0.430058
Gm14548///Gm10693///Lilrb3///Pira7///Pira6///Pira4///Lilra6///Pira2///Pira11///Pira1	-8.67e-02	0.430074
Sumf1	-1.83e-01	0.430143
Islr2	-1.40e-01	0.430164
Fgf22	1.53e-01	0.430164
AA414992	-1.23e-01	0.430174
Sez6l2	1.13e-01	0.430174
2700080J24Rik	-1.13e-01	0.430174
Cpne7	-9.67e-02	0.430218
3830417A13Rik	9.67e-02	0.430218
Tmem200a	-9.00e-02	0.430224
Gm16176	1.00e-01	0.430228
	1.07e-01	0.430236
2310057M21Rik	1.43e-01	0.430283
Ubl7	-1.37e-01	0.430294
	-1.07e-01	0.430306
Grid2	-1.23e-01	0.430306
Sh2d4a	-1.33e-01	0.430329
Lcor	-1.50e-01	0.430342
Rpl35	-8.67e-02	0.430344
Slc25a15	-1.17e-01	0.430356
D7Ertd193e	1.10e-01	0.43042
Abcg1	-1.23e-01	0.430472
Gphn	-2.40e-01	0.430495
2700050L05Rik	-9.00e-02	0.4305
Ano9	-1.20e-01	0.4305
Eml5	9.67e-02	0.430532
Rnf19b	1.17e-01	0.430538
Mmp12	-1.03e-01	0.430607
Trmt10c	1.10e-01	0.430623
1700009N14Rik	8.67e-02	0.430692
Arhgap9	-1.00e-01	0.430712
Fam203a	-1.00e-01	0.430819
Adam10	-1.07e-01	0.430935
Ptprj	1.73e-01	0.430987
Atxn10	-1.23e-01	0.431025
Dennd6a	1.07e-01	0.431211
Birc6	-2.67e-01	0.431211
Dync2li1	-1.40e-01	0.431222
Cpne3	-1.33e-01	0.431269
Atl1	-2.20e-01	0.431269
Esd	-2.43e-01	0.431269
Polr3f	-1.20e-01	0.431293
Kremen1	-1.23e-01	0.431322
Aen	-1.13e-01	0.431409
Gsn	-1.30e-01	0.431409
Fbl	-1.13e-01	0.431483
Ednrb	-1.33e-01	0.431519
Lrrc4c	-1.17e-01	0.431601
Lmod3	-9.33e-02	0.431601
Mxra7	-9.33e-02	0.431601
1700006A11Rik	-9.33e-02	0.431725
Dtna	-1.60e-01	0.431742
Ppfibp1	-1.90e-01	0.431763
Kif1b	-1.37e-01	0.431802
Sqrdl	-1.77e-01	0.43191
Ccnd2	-1.60e-01	0.431972
Tmem159	-1.23e-01	0.43217
Ccl5	3.63e-01	0.43237
	-1.27e-01	0.432414
Agxt2	-9.67e-02	0.432419
	-9.33e-02	0.432422
Armc3	-1.20e-01	0.432537
Mapkbp1	-1.70e-01	0.432538
Ckb	-1.17e-01	0.43254
Mrps9	-1.10e-01	0.43254
4833447I15Rik	1.10e-01	0.43254
Hip1	-8.67e-02	0.432625
Tor2a	-1.40e-01	0.432673
Pi4k2b	-1.67e-01	0.432673
Armc2	-1.20e-01	0.43269
Smim7	-9.33e-02	0.43271
Eml6	-1.17e-01	0.43271
Kdm1b	-1.13e-01	0.432731
Lrrc20	-2.07e-01	0.432886
Caps2	-2.53e-01	0.433028
5430435G22Rik	1.50e-01	0.433233
B230303O12Rik	1.13e-01	0.433233
Smarcad1	-9.33e-02	0.433301
Trmt1	-1.13e-01	0.433301
Fam96a	-1.17e-01	0.433307
Dock11	-1.00e-01	0.433319
	-1.17e-01	0.43337
Prl7a1	-1.03e-01	0.433396
Gm19544	-1.00e-01	0.433402
Wdfy3	-1.43e-01	0.433569
Olig3	1.03e-01	0.433569
Crh	-9.33e-02	0.433569
Nup54	-9.33e-02	0.433569
	9.33e-02	0.433569
Wdr41	-9.33e-02	0.433569
Homer1	1.97e-01	0.433659
Slc5a2	-1.07e-01	0.433668
Txndc11	-9.33e-02	0.433668
Rpl37a	-8.67e-02	0.433716
Tspan7	-1.90e-01	0.433716
Erlin1	-2.30e-01	0.433716
Esr1	-1.03e-01	0.43411
Fktn	1.00e-01	0.434167
	-1.43e-01	0.434167
Ccdc18	-9.33e-02	0.434257
Serpine1	8.67e-02	0.434258
Sparc	-9.33e-02	0.434363
Ntng1	-1.03e-01	0.434363
Dcaf11	-1.37e-01	0.434363
Ilf2	-1.10e-01	0.4344
Ssu72	-1.10e-01	0.4344
AI616248	-1.43e-01	0.434528
Rptor	-1.47e-01	0.434585
Nt5c3b	-1.33e-01	0.434628
Slc25a5	-1.00e-01	0.434734
Akr1b10	-1.23e-01	0.434777
Ppp1r42	-9.67e-02	0.434822
Gtf3c1	-9.33e-02	0.434908
Noxred1	-1.00e-01	0.435025
Rassf5	-1.00e-01	0.435025
Fam120b	-1.20e-01	0.435158
	-1.20e-01	0.435298
Pak1	-2.00e-01	0.435298
Kcnn4	-2.53e-01	0.435348
Ldhd	-1.23e-01	0.435348
Nop16	1.37e-01	0.435348
6820402A03Rik	-1.10e-01	0.435366
Txn1	-1.20e-01	0.43556
Pik3ca	-1.30e-01	0.435619
	-1.23e-01	0.435682
Il17rb	1.00e-01	0.435708
Clic4	-1.33e-01	0.435724
Gabrb2	1.30e-01	0.435846
Mup4	-1.23e-01	0.435864
Tssk3	1.47e-01	0.435947
	-1.20e-01	0.436109
Pvr	-1.17e-01	0.43611
P2ry6	1.13e-01	0.43611
Plce1	-1.23e-01	0.43611
Mypop	8.67e-02	0.43617
Gna13	-1.00e-01	0.43617
	-1.53e-01	0.436255
Ndufs8	-9.67e-02	0.436255
Rab21	-1.20e-01	0.436257
Thbs2	9.33e-02	0.436322
C78662	1.40e-01	0.436467
Tiam1	-2.03e-01	0.436484
Dmp1	-1.53e-01	0.436484
Thbs2	-1.30e-01	0.436616
Gm11563	-9.67e-02	0.436666
Traf4	-1.13e-01	0.436772
Lifr	1.67e-01	0.436792
LOC676708///H2-Q2///H2-L///H2-D1	1.20e-01	0.436872
Zfp800	1.43e-01	0.437079
D1Ertd622e	-1.13e-01	0.437262
Cr1l	-1.20e-01	0.437304
Sar1b	-1.10e-01	0.437304
Fam169a	-8.67e-02	0.437349
Krt85	-1.23e-01	0.437465
Ttpal	-1.10e-01	0.437553
Sfxn4	-1.20e-01	0.437575
	-9.33e-02	0.437575
Wdr66	1.43e-01	0.4377
D2Ertd127e	-1.07e-01	0.437771
1810073O08Rik	1.00e-01	0.437947
Snrnp27	-1.00e-01	0.437947
	-1.23e-01	0.437974
Mnt	9.00e-02	0.438246
Cpm	-1.30e-01	0.438273
Prune	-9.67e-02	0.438273
	-1.10e-01	0.438276
Gm15140///Gm5646///Samt1	-1.17e-01	0.438413
Ncf1	1.17e-01	0.438652
Cox11	1.43e-01	0.438734
5730410E19Rik	-9.33e-02	0.438734
Ing1	-1.57e-01	0.438795
Gm4926	-1.40e-01	0.43891
Mapk10	1.30e-01	0.438919
Sel1l	-1.40e-01	0.438945
Acot7	-1.63e-01	0.438977
LOC100503611///Wnt4	-1.17e-01	0.439061
Fndc3a	-9.00e-02	0.439068
Usp30	-1.27e-01	0.439242
	1.10e-01	0.439242
Ftsjd1	-1.10e-01	0.439242
Igfbp4	-2.40e-01	0.439317
Bsdc1	1.20e-01	0.439332
Mtdh	-1.00e-01	0.439513
Flnb	-1.50e-01	0.439674
Gmpr2	-1.50e-01	0.439712
6030458E02Rik	-9.67e-02	0.439733
Zfp628	-9.67e-02	0.439842
Zc3h11a	-1.33e-01	0.439843
	-1.03e-01	0.439924
Tnnc2	-1.30e-01	0.439924
Txndc15	-9.33e-02	0.439924
Mettl13	-1.03e-01	0.440105
Cdc37l1	-1.73e-01	0.440317
Ddit4l	-1.60e-01	0.44038
Krit1	9.00e-02	0.440397
Ttr	-1.13e-01	0.440449
Ppp1r7	1.30e-01	0.440451
Cirh1a	1.23e-01	0.440467
Fbxo42	-1.20e-01	0.440546
Commd5	-1.47e-01	0.440546
	-1.00e-01	0.440548
4933411K05Rik	-1.23e-01	0.440643
Fbp1	1.17e-01	0.440739
Msl3l2	-1.10e-01	0.440739
Trappc5	-1.27e-01	0.44084
Socs6	1.53e-01	0.440882
Eid1	-1.03e-01	0.440882
Mapk8	-1.53e-01	0.440958
Rprd1b	-1.27e-01	0.440996
Lyz1	-2.00e-01	0.440996
Rprd2	-1.10e-01	0.441112
Gm15506	-1.10e-01	0.441112
Eif4b	-1.07e-01	0.44112
Tbcel	-1.07e-01	0.44112
Gjc2	-9.67e-02	0.441207
Atxn3	-1.60e-01	0.441304
	-9.67e-02	0.441304
4930557B21Rik	-1.27e-01	0.44132
Dgkd	-1.97e-01	0.441413
Saa1	8.33e-02	0.441721
Mcm9	2.03e-01	0.441753
	1.17e-01	0.441753
Smad3	1.00e-01	0.441753
Nap1l1	-1.10e-01	0.441807
Smg1	-1.00e-01	0.441954
N28178	1.30e-01	0.441976
St7l	-1.07e-01	0.442053
4933428G20Rik	-9.00e-02	0.442094
Syt1	-1.07e-01	0.442128
Mcm9	-1.27e-01	0.442228
Epx	1.20e-01	0.442282
	-9.00e-02	0.442461
Tspan33	-1.10e-01	0.442522
Fhit	1.10e-01	0.442522
Ypel2	1.17e-01	0.442595
C330026N13Rik	-1.00e-01	0.442608
Crybb1	-1.07e-01	0.442624
	-1.27e-01	0.442761
3200001D21Rik	9.00e-02	0.442785
	-1.00e-01	0.442785
Gadd45b	-9.67e-02	0.44282
Tet1	-1.97e-01	0.442909
Nol6	-9.33e-02	0.442927
	1.10e-01	0.442956
2700029M09Rik	-1.03e-01	0.442956
Havcr1	-1.07e-01	0.443008
Ak1	-1.03e-01	0.443245
Npvf	-9.33e-02	0.443252
Gm15708	1.23e-01	0.443261
Odam	-8.67e-02	0.443273
Rpl37a	-8.67e-02	0.443273
Mug2///Mug1///Mug-ps1	-8.33e-02	0.443277
1700007J10Rik	-1.00e-01	0.443402
Duoxa2	-1.27e-01	0.443402
Ptpn11	-8.33e-02	0.443402
Col4a3bp	-1.07e-01	0.443478
	-1.57e-01	0.443519
Tmem69	-1.23e-01	0.443521
4933433N18Rik	-1.83e-01	0.443551
	9.67e-02	0.443551
2310039H08Rik	-1.57e-01	0.443654
9530077C05Rik	-1.30e-01	0.443863
Tmem80	-1.40e-01	0.443866
Drd3	-1.13e-01	0.443922
Kif21b	-1.30e-01	0.444084
Car15///Dgcr2	1.23e-01	0.444084
Erp27	9.67e-02	0.444181
Rpl4	-8.33e-02	0.444208
Frmd4a	-9.00e-02	0.444225
9630015K15Rik	-1.20e-01	0.444374
	-1.20e-01	0.444439
	9.67e-02	0.444477
Nubp1	-1.23e-01	0.444511
Hbs1l	-1.07e-01	0.444717
Fam195b	-9.33e-02	0.444717
Itga8	-1.37e-01	0.444742
9430087J23Rik	9.67e-02	0.444773
Tnrc6a	9.00e-02	0.444802
Dpp10	-1.17e-01	0.445014
	-1.43e-01	0.445077
Ip6k1	9.67e-02	0.44508
Syt10	1.17e-01	0.445222
Nav2	-1.10e-01	0.445248
Kcnk1	-1.37e-01	0.445347
Ednra	1.20e-01	0.445347
Ranbp3	1.17e-01	0.445406
5430440L12Rik	-1.17e-01	0.445406
A130071D04Rik	-1.03e-01	0.445562
Tradd	-1.23e-01	0.445627
Krt222	-8.33e-02	0.445697
Vav3	2.17e-01	0.445703
Vamp3	2.33e-01	0.445815
Fbxw9	-1.00e-01	0.445815
	-8.67e-02	0.445858
Nrp1	-1.23e-01	0.445913
Cox5b	-1.10e-01	0.445913
	1.33e-01	0.445952
Cox7a2l	-8.67e-02	0.445952
Plcg1	-9.33e-02	0.445952
Pomp	-1.17e-01	0.44598
	-1.33e-01	0.446104
	1.63e-01	0.446155
Cd244	-9.67e-02	0.446233
5730480H06Rik	-1.20e-01	0.446258
Hpse	9.33e-02	0.446258
Rgs7	-2.23e-01	0.446328
	1.20e-01	0.44646
	-1.40e-01	0.446596
Repin1	-1.30e-01	0.446622
Phf14	-1.07e-01	0.446622
Npl	1.03e-01	0.446626
Trdn	-8.67e-02	0.446667
B230204H03Rik	-1.00e-01	0.446894
Tbc1d23	-1.03e-01	0.446897
	-9.67e-02	0.446911
Adam8	2.57e-01	0.44696
Chrnb4	-8.67e-02	0.447045
Rab3d	-9.67e-02	0.447109
Grhl2	1.07e-01	0.447187
Tslp	-1.23e-01	0.447205
	8.33e-02	0.44738
Wwc1	-1.03e-01	0.447416
Trpm8	-1.00e-01	0.44743
C80256	1.10e-01	0.447478
Srp14	-1.30e-01	0.447478
Cramp1l	-1.30e-01	0.447594
Sec61a2	8.67e-02	0.44764
Ube2d3	-8.67e-02	0.44764
Kpna6	1.10e-01	0.44778
	-1.33e-01	0.4479
Epb4.1	-2.63e-01	0.4479
Fbn1	-8.33e-02	0.448033
Efna5	-9.67e-02	0.448096
AI465300	-1.37e-01	0.44816
Gm20204	-1.37e-01	0.448264
Mocos	-1.33e-01	0.448266
Sez6l	-1.23e-01	0.44829
Plekhh1	1.00e-01	0.448322
Pgm2l1	-1.13e-01	0.448322
Phxr2	-1.03e-01	0.448322
Ddah1	-8.67e-02	0.448353
4833411I10Rik	-2.43e-01	0.448353
Acly	-1.03e-01	0.448388
C79356	-1.30e-01	0.44853
Il1rl1	-2.30e-01	0.44853
Kmt2d	-1.10e-01	0.448565
Spsb4	-1.70e-01	0.448729
Atg2b	-1.60e-01	0.448929
Pank1	-1.03e-01	0.449127
Frrs1	-9.00e-02	0.449198
Hist2h2aa2///Hist2h2aa1	-1.13e-01	0.449198
Il1rap	-1.43e-01	0.449218
	-1.23e-01	0.449309
	9.67e-02	0.449467
Got2	-1.07e-01	0.449524
BC026585	-1.13e-01	0.449638
Gpr162	1.03e-01	0.449638
Il7	-1.33e-01	0.449647
Eif2s2	-1.10e-01	0.449749
Dock5	1.30e-01	0.449753
Fbxl3	-1.17e-01	0.449807
Ndufa6	-9.33e-02	0.449821
Gm20309///Raph1	-1.37e-01	0.449841
Glra2	-9.00e-02	0.449961
Fgfr1	-1.07e-01	0.449961
Tmem39b	-1.07e-01	0.449961
Qars	-1.60e-01	0.450009
Caprin1	-1.07e-01	0.450032
Fam120c	-8.67e-02	0.450318
Gm10228	-9.33e-02	0.450331
	-9.33e-02	0.450331
Pcsk5	-1.10e-01	0.450659
Txnrd1	-1.27e-01	0.450774
Sema4a	-9.00e-02	0.450912
LOC544903///Igha///Igh-VJ558	-9.00e-02	0.451032
Rnf14	-1.07e-01	0.451066
Zxda	1.27e-01	0.451126
Dnajc7	-1.03e-01	0.451196
Cdk20	-1.07e-01	0.451218
Bcl2l14	-9.00e-02	0.451236
Npy1r	-1.20e-01	0.451289
1700011J10Rik	-8.67e-02	0.451303
Ibtk	1.10e-01	0.451324
Dpp8	-1.30e-01	0.451496
Prlr	-1.00e-01	0.451525
Phf11d	4.20e-01	0.451525
Tardbp	-9.00e-02	0.451525
Fgd3	-9.00e-02	0.451525
Fga	-9.00e-02	0.451525
Aldh1a3	-1.07e-01	0.451639
Nudt7	-1.07e-01	0.451639
Rbmxl1	-1.17e-01	0.451798
Ing5	-1.63e-01	0.451799
D11Ertd80e	-1.10e-01	0.45181
2010007E15Rik	-9.67e-02	0.451846
Cyp4a31///Cyp4a10	-1.03e-01	0.451981
Rlim	-1.73e-01	0.45214
Gh	-9.00e-02	0.452192
	-1.57e-01	0.452192
	9.33e-02	0.452192
Ralb	-1.37e-01	0.452193
Sox7	-9.33e-02	0.45229
Proser2	-8.33e-02	0.452292
Stpg1	-9.67e-02	0.452295
Birc6	-9.67e-02	0.452295
1700003P14Rik	-8.67e-02	0.452435
Anks4b	1.57e-01	0.452493
	-1.07e-01	0.452557
Tmem8c	-1.03e-01	0.452622
Fmo2	1.00e-01	0.452628
Grsf1	-8.33e-02	0.452646
Vps36	8.67e-02	0.452646
Seh1l	1.53e-01	0.452663
Mefv	-1.57e-01	0.452669
Cd27	-1.00e-01	0.452753
4930556H04Rik	-1.00e-01	0.452753
Yipf2	-1.00e-01	0.452753
Mrpl44	-1.10e-01	0.452753
Pax7	-1.30e-01	0.452778
	1.40e-01	0.452786
Fam212b	-9.67e-02	0.452786
	-1.17e-01	0.452845
Cirbp	-1.47e-01	0.453047
Mpg	-1.00e-01	0.453086
Ubxn7	-1.23e-01	0.453086
Tmed2	-9.33e-02	0.453341
AU022229	-1.00e-01	0.453378
Dbndd2	-1.00e-01	0.45367
D4Ertd298e	-1.03e-01	0.45367
R3hdm1	-1.23e-01	0.453927
2610028D06Rik	1.40e-01	0.453949
Klrb1a	-9.33e-02	0.453983
Smndc1	9.33e-02	0.453983
Tpd52l2	-9.00e-02	0.454126
Gabrb2	-8.67e-02	0.454198
Prl3a1	-8.67e-02	0.454465
Sec63	-1.40e-01	0.454511
Crk	-1.17e-01	0.454511
Adcy5	8.33e-02	0.454598
	1.43e-01	0.454634
F13a1	-1.30e-01	0.454634
	-1.07e-01	0.454654
Ankib1	-1.73e-01	0.454683
AU043392	9.33e-02	0.454696
Rab6b	-2.33e-01	0.454698
	-1.07e-01	0.454698
	-1.67e-01	0.454715
Them5	-8.67e-02	0.454741
Gucy1a3	-1.03e-01	0.454806
	-9.67e-02	0.454806
Krtap5-1	-9.67e-02	0.454906
Ndufs1	-1.10e-01	0.454949
Agpat6	-9.33e-02	0.454949
Rai14	-1.47e-01	0.454975
Eif1a	-1.03e-01	0.45502
	-1.03e-01	0.45502
B230311B06Rik	9.67e-02	0.455393
Trpa1	-1.03e-01	0.455582
Pnrc1	-8.00e-02	0.455749
Gfpt1	-1.00e-01	0.455815
1700010N08Rik	-1.27e-01	0.455912
Adamts6	1.87e-01	0.455938
Asb15	-8.67e-02	0.455952
Sox7	1.40e-01	0.455958
Garem	-1.27e-01	0.455994
5730407I07Rik	1.23e-01	0.4561
	-1.77e-01	0.4561
Exoc3l2	-8.33e-02	0.456206
Frrs1l///9630041G16Rik	-1.00e-01	0.456228
Pcgf2	-1.13e-01	0.456274
	-9.00e-02	0.456393
Slc22a29	1.03e-01	0.456584
Actc1	1.17e-01	0.456699
Gm5918	1.43e-01	0.456813
Tfr2	-1.67e-01	0.456813
Got2	-1.07e-01	0.456813
8430437L04Rik	1.07e-01	0.456983
Dlg1	-1.10e-01	0.457054
	1.27e-01	0.457184
Helz2	2.83e-01	0.457234
Hnmt	-1.30e-01	0.457419
Csf2rb2///Csf2rb	-1.00e-01	0.457419
Dhx58	-8.67e-02	0.457645
Nxph1	-9.33e-02	0.457679
Akap9	-1.27e-01	0.457747
	-9.00e-02	0.457747
Msh3	1.37e-01	0.457834
Lrrtm1	-8.00e-02	0.457993
Galnt10	-9.33e-02	0.458093
	-1.00e-01	0.458149
Pi4k2a	-1.47e-01	0.45815
Pdp2	1.23e-01	0.458248
Gja4	-8.67e-02	0.458349
Ppa2	-1.03e-01	0.458352
Gclm	-1.43e-01	0.458532
Srp19	-9.33e-02	0.458599
Gle1	-1.43e-01	0.458658
Lyrm2	-1.00e-01	0.45867
Cyp2c38	1.13e-01	0.458741
Cep89	-8.33e-02	0.458798
Cpne7	9.67e-02	0.458853
	-1.33e-01	0.458864
Ormdl2	-1.00e-01	0.458917
Zfp750	-1.77e-01	0.459025
Tcstv3	-8.67e-02	0.459025
Taf15	1.27e-01	0.459042
DXErtd242e	9.00e-02	0.459145
Btf3	1.17e-01	0.459157
	8.67e-02	0.459382
Slfn9	-1.43e-01	0.459382
Aktip	9.67e-02	0.459382
Gm7325	-1.13e-01	0.459382
	-8.00e-02	0.459457
Zfp105	-1.73e-01	0.459517
Gpr143	-1.17e-01	0.459524
Ankrd2	-1.03e-01	0.459524
Gm4802	-9.33e-02	0.459524
Zbp1	9.67e-02	0.459635
BC068157	-1.07e-01	0.459732
Fads6	-1.40e-01	0.459755
Igf2	-1.03e-01	0.459755
Nudt16l1	-9.33e-02	0.459815
Lyrm9	-1.17e-01	0.459952
Rbm17	-8.67e-02	0.460145
4933426B08Rik	-8.67e-02	0.460145
Cntn3	-1.00e-01	0.460174
Ceacam1	-1.93e-01	0.460335
Atf6	-1.03e-01	0.460339
Wdr95	-1.13e-01	0.460357
Twf1	-1.13e-01	0.460357
Lin7c	-1.23e-01	0.460397
Srsf6	-9.33e-02	0.460397
Psmc2	-1.13e-01	0.46048
Nr6a1	-1.30e-01	0.460484
Mrpl41	-1.10e-01	0.460692
	-1.27e-01	0.460906
Ptpn21	-9.00e-02	0.460924
Strbp	-8.67e-02	0.461063
	-1.03e-01	0.461063
D830025C05Rik	1.13e-01	0.461095
Tmem116	1.13e-01	0.461095
Atg5	-1.33e-01	0.461136
Cnpy1	1.17e-01	0.461205
Ccdc132	-1.20e-01	0.461252
	-8.33e-02	0.461484
	-8.67e-02	0.461514
	-9.00e-02	0.461678
Skil	1.40e-01	0.4617
Hltf	-1.47e-01	0.46172
	-1.03e-01	0.461783
Bnc2	-2.53e-01	0.461792
Dnajc2	1.37e-01	0.461806
	8.67e-02	0.461833
Gpc1	-2.13e-01	0.461912
Masp1	1.03e-01	0.461912
Ndufb4	1.70e-01	0.461952
Oas1f	-1.17e-01	0.462002
Arel1	-9.67e-02	0.462085
Taf15	-2.30e-01	0.462199
